AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
69461,1166.494,447.1423,204.6202,0.8891,297.3895,0.9481,73263,0.7225,2.1852,0.6415,0.6651,0.0064,0.0029,0.4423,0.9666,1
53105,1768.442,393.6612,197.0717,0.8657,260.0296,0.8509,62407,0.6244,1.9976,0.2134,0.6605,0.0074,0.0037,0.4363,0.8716,1
65943,1063.584,404.3267,210.2949,0.8541,289.7607,0.9672,68181,0.7463,1.9227,0.7325,0.7166,0.0061,0.0032,0.5136,0.9875,1
96240,1427.5699,476.6801,264.1641,0.8324,350.0522,0.9703,99186,0.7946,1.8045,0.5934,0.7344,0.005,0.0027,0.5393,0.9731,1
73889,1094.196,449.0313,211.399,0.8822,306.722,0.99,74633,0.6707,2.1241,0.7755,0.6831,0.0061,0.0029,0.4666,0.9911,1
70612,1054.33,406.9619,223.881,0.8351,299.8433,0.9807,71999,0.7202,1.8178,0.7982,0.7368,0.0058,0.0032,0.5429,0.9868,1
78579,1162.452,451.8687,226.4848,0.8653,316.3066,0.9749,80602,0.7796,1.9951,0.7307,0.7,0.0058,0.0029,0.49,0.9776,1
57152,1573.3101,383.3381,200.1306,0.8529,269.7558,0.8976,63674,0.72,1.9154,0.2901,0.7037,0.0067,0.0035,0.4952,0.9485,1
50502,902.946,332.1136,205.3672,0.7859,253.5767,0.924,54657,0.7095,1.6172,0.7784,0.7635,0.0066,0.0041,0.583,0.9428,1
62031,1033.151,405.0654,201.6227,0.8673,281.0344,0.961,64549,0.7328,2.009,0.7303,0.6938,0.0065,0.0033,0.4814,0.9671,1
75517,1195.338,441.0006,229.5919,0.8538,310.0826,0.958,78827,0.723,1.9208,0.6642,0.7031,0.0058,0.003,0.4944,0.9496,1
79678,1465.2791,496.3692,224.7613,0.8916,318.5109,0.9265,86002,0.7619,2.2084,0.4663,0.6417,0.0062,0.0028,0.4118,0.9093,1
78934,1145.325,463.9708,224.5346,0.8751,317.0203,0.9763,80847,0.724,2.0664,0.7562,0.6833,0.0059,0.0028,0.4669,0.9647,1
74947,1106.288,434.2367,224.2601,0.8563,308.9102,0.9614,77960,0.7833,1.9363,0.7695,0.7114,0.0058,0.003,0.5061,0.9799,1
59860,1536.377,426.6246,189.4967,0.8959,276.0727,0.8997,66536,0.6971,2.2514,0.3187,0.6471,0.0071,0.0032,0.4188,0.9428,1
93962,1588.455,493.8718,249.8349,0.8626,345.8846,0.9453,99398,0.7502,1.9768,0.468,0.7004,0.0053,0.0027,0.4905,0.9696,1
72353,1711.048,425.3286,243.441,0.82,303.5172,0.8778,82427,0.6734,1.7472,0.3106,0.7136,0.0059,0.0034,0.5092,0.8897,1
82561,1155.201,473.5714,225.8126,0.879,324.222,0.9812,84144,0.7872,2.0972,0.7774,0.6846,0.0057,0.0027,0.4687,0.983,1
70959,1185.301,411.6615,224.4651,0.8383,300.5791,0.958,74073,0.7419,1.834,0.6347,0.7302,0.0058,0.0032,0.5331,0.9778,1
77153,1120.837,449.6405,222.7506,0.8687,313.4234,0.9755,79088,0.7671,2.0186,0.7718,0.6971,0.0058,0.0029,0.4859,0.9808,1
73958,1096.207,431.001,225.0645,0.8528,306.8652,0.9645,76683,0.7968,1.915,0.7734,0.712,0.0058,0.003,0.5069,0.9708,1
73575,1607.095,393.5164,251.2209,0.7697,306.0696,0.9454,77822,0.711,1.5664,0.358,0.7778,0.0053,0.0034,0.6049,0.9476,1
78524,1121.854,449.9406,225.9792,0.8647,316.1959,0.983,79880,0.7807,1.9911,0.784,0.7028,0.0057,0.0029,0.4939,0.9833,1
58434,1050.3979,416.4825,180.3239,0.9014,272.7645,0.9809,59570,0.7556,2.3096,0.6655,0.6549,0.0071,0.0031,0.4289,0.9907,1
69554,1802.277,431.8987,215.1097,0.8671,297.5885,0.9313,74684,0.709,2.0078,0.2691,0.689,0.0062,0.0031,0.4748,0.9532,1
80287,1442.082,451.6958,233.3839,0.8562,319.7258,0.9434,85101,0.7366,1.9354,0.4851,0.7078,0.0056,0.0029,0.501,0.9697,1
61458,1268.522,380.2,216.3935,0.8222,279.7334,0.9132,67303,0.7291,1.757,0.4799,0.7358,0.0062,0.0035,0.5413,0.9511,1
73406,1149.161,432.67,218.6794,0.8629,305.7179,0.9714,75571,0.7501,1.9786,0.6985,0.7066,0.0059,0.003,0.4993,0.9878,1
66244,1056.386,409.1532,209.4531,0.859,290.4212,0.972,68153,0.7885,1.9534,0.746,0.7098,0.0062,0.0032,0.5038,0.9842,1
79450,1231.0129,453.9435,252.1095,0.8316,318.0548,0.8903,89238,0.672,1.8006,0.6588,0.7006,0.0057,0.0032,0.4909,0.8839,1
72913,1257.577,443.1351,222.087,0.8653,304.6895,0.9238,78924,0.7233,1.9953,0.5794,0.6876,0.0061,0.003,0.4728,0.9433,1
70954,1366.3621,430.3386,214.8055,0.8665,300.5685,0.9637,73626,0.7484,2.0034,0.4776,0.6984,0.0061,0.003,0.4878,0.9773,1
64076,1009.698,374.4415,224.9661,0.7994,285.6293,0.9485,67552,0.6936,1.6644,0.7898,0.7628,0.0058,0.0035,0.5819,0.9685,1
77532,1084.235,443.7108,223.7128,0.8636,314.1923,0.9919,78163,0.8064,1.9834,0.8288,0.7081,0.0057,0.0029,0.5014,0.9945,1
70984,1781.9561,435.9559,215.0228,0.8699,300.632,0.9328,76099,0.7417,2.0275,0.2809,0.6896,0.0061,0.003,0.4755,0.9641,1
81224,1304.1281,474.4166,223.6945,0.8819,321.5861,0.9679,83918,0.7404,2.1208,0.6001,0.6779,0.0058,0.0028,0.4595,0.9745,1
71196,1283.203,459.1897,199.6058,0.9006,301.0807,0.9759,72955,0.7349,2.3005,0.5433,0.6557,0.0064,0.0028,0.4299,0.989,1
80375,1185.635,478.1623,218.505,0.8895,319.901,0.9648,83304,0.7931,2.1883,0.7185,0.669,0.0059,0.0027,0.4476,0.9795,1
76621,1647.156,443.207,228.3114,0.8571,312.341,0.9492,80722,0.7451,1.9412,0.3549,0.7047,0.0058,0.003,0.4966,0.9641,1
90806,1261.681,490.5851,246.7837,0.8643,340.0262,0.953,95285,0.7151,1.9879,0.7168,0.6931,0.0054,0.0027,0.4804,0.955,1
77732,2198.8049,431.0561,253.5455,0.8087,314.5973,0.8998,86390,0.7072,1.7001,0.202,0.7298,0.0055,0.0033,0.5327,0.9056,1
78170,1247.084,457.3434,219.2182,0.8776,315.4824,0.979,79849,0.7268,2.0862,0.6316,0.6898,0.0059,0.0028,0.4758,0.9927,1
75537,1130.6541,476.3574,203.2011,0.9045,310.1237,0.9848,76701,0.7764,2.3443,0.7425,0.651,0.0063,0.0027,0.4238,0.9936,1
93052,1209.527,470.668,257.616,0.8369,344.2056,0.9595,96978,0.7569,1.827,0.7993,0.7313,0.0051,0.0028,0.5348,0.9771,1
74511,1180.35,485.0927,201.3102,0.9098,308.0103,0.9628,77389,0.6244,2.4097,0.6721,0.635,0.0065,0.0027,0.4032,0.9715,1
56812,1848.333,421.5977,210.0969,0.867,268.9522,0.8006,70961,0.6587,2.0067,0.209,0.6379,0.0074,0.0037,0.407,0.8166,1
73916,1118.736,445.6265,215.1767,0.8757,306.778,0.9764,75706,0.7336,2.071,0.7422,0.6884,0.006,0.0029,0.4739,0.9815,1
73069,2222.7971,432.1001,250.9296,0.8141,305.0153,0.8754,83471,0.7058,1.722,0.1858,0.7059,0.0059,0.0034,0.4983,0.858,1
29808,1687.61,339.0541,138.5344,0.9127,194.8146,0.7584,39306,0.4372,2.4474,0.1315,0.5746,0.0114,0.0046,0.3301,0.808,1
73633,1077.489,419.5704,228.1218,0.8393,306.1902,0.9823,74959,0.7496,1.8392,0.797,0.7298,0.0057,0.0031,0.5326,0.9795,1
79179,1101.115,434.6501,232.7365,0.8446,317.5119,0.991,79902,0.8006,1.8676,0.8206,0.7305,0.0055,0.0029,0.5336,0.9966,1
60774,1101.7209,414.708,190.6734,0.888,278.1724,0.9625,63142,0.6233,2.175,0.6292,0.6708,0.0068,0.0031,0.4499,0.9786,1
73139,1852.666,419.584,237.5267,0.8243,305.1614,0.8891,82258,0.6828,1.7665,0.2678,0.7273,0.0057,0.0032,0.529,0.9344,1
72798,1259.91,473.3427,212.1377,0.8939,304.4492,0.905,80437,0.6253,2.2313,0.5763,0.6432,0.0065,0.0029,0.4137,0.9231,1
78195,1202.542,462.1558,236.5855,0.859,315.5328,0.8876,88093,0.6845,1.9534,0.6795,0.6827,0.0059,0.003,0.4661,0.9106,1
62110,1340.755,454.7017,177.1531,0.921,281.2133,0.9563,64949,0.7497,2.5667,0.4342,0.6185,0.0073,0.0029,0.3825,0.9817,1
64299,1555.183,433.5082,197.8069,0.8898,286.1259,0.9325,68951,0.7473,2.1916,0.3341,0.66,0.0067,0.0031,0.4356,0.9547,1
77225,1909.5909,443.3553,256.3559,0.8159,313.5696,0.8581,89995,0.6479,1.7295,0.2661,0.7073,0.0057,0.0033,0.5002,0.8651,1
61882,1113.624,415.3977,193.6772,0.8847,280.6967,0.9435,65589,0.7461,2.1448,0.627,0.6757,0.0067,0.0031,0.4566,0.9793,1
71894,1259.405,462.1832,209.7576,0.8911,302.5529,0.917,78404,0.6902,2.2034,0.5696,0.6546,0.0064,0.0029,0.4285,0.9442,1
63698,1806.11,434.0487,221.3838,0.8601,284.7856,0.8302,76723,0.6395,1.9606,0.2454,0.6561,0.0068,0.0035,0.4305,0.844,1
72405,1150.848,470.9488,198.5195,0.9068,303.6263,0.9654,74997,0.7682,2.3723,0.687,0.6447,0.0065,0.0027,0.4157,0.9861,1
53446,1814.176,379.4,191.585,0.8631,260.8631,0.8937,59800,0.7345,1.9803,0.2041,0.6876,0.0071,0.0036,0.4727,0.9362,1
60008,935.789,351.9654,221.9567,0.7761,276.4138,0.9903,60596,0.7006,1.5857,0.8611,0.7853,0.0059,0.0037,0.6168,0.978,1
60847,1760.171,371.3661,230.194,0.7847,278.3394,0.8449,72021,0.6548,1.6133,0.2468,0.7495,0.0061,0.0038,0.5618,0.9063,1
82017,2699.074,426.5246,273.5291,0.7673,323.1521,0.8479,96733,0.6657,1.5593,0.1415,0.7576,0.0052,0.0033,0.574,0.8951,1
52600,1148.283,361.6876,193.2737,0.8453,258.7903,0.9081,57923,0.7242,1.8714,0.5013,0.7155,0.0069,0.0037,0.512,0.9581,1
77869,1853.884,421.2526,240.8186,0.8205,314.8744,0.9544,81591,0.7079,1.7493,0.2847,0.7475,0.0054,0.0031,0.5587,0.9773,0
94948,1184.8521,456.392,267.6631,0.81,347.6946,0.9908,95826,0.7605,1.7051,0.8499,0.7618,0.0048,0.0028,0.5804,0.9896,0
92639,1792.027,456.4867,275.1674,0.7979,343.4409,0.9226,100409,0.7494,1.6589,0.3625,0.7524,0.0049,0.003,0.566,0.939,0
84309,1524.917,442.2157,246.1724,0.8307,327.6363,0.9648,87388,0.7535,1.7964,0.4556,0.7409,0.0052,0.0029,0.5489,0.9861,0
74673,1955.649,450.7327,237.1064,0.8505,308.345,0.8704,85791,0.6051,1.901,0.2454,0.6841,0.006,0.0032,0.468,0.8896,0
83267,1113.1121,438.4269,243.7511,0.8312,325.6053,0.993,83855,0.7199,1.7987,0.8445,0.7427,0.0053,0.0029,0.5516,0.9921,0
106985,1239.329,464.8901,294.273,0.7742,369.0766,0.9917,107881,0.7514,1.5798,0.8753,0.7939,0.0043,0.0028,0.6303,0.9957,0
93344,2049.689,436.4037,289.1247,0.749,344.7452,0.9277,100616,0.6573,1.5094,0.2792,0.79,0.0047,0.0031,0.6241,0.9419,0
95646,1201.899,473.984,259.0962,0.8374,348.9703,0.9846,97146,0.7337,1.8294,0.832,0.7362,0.005,0.0027,0.5421,0.9916,0
78516,1735.157,430.8831,247.1158,0.8192,316.1798,0.8993,87307,0.6943,1.7436,0.3277,0.7338,0.0055,0.0031,0.5385,0.9389,0
98748,1202.085,443.2601,284.5458,0.7668,354.5841,0.988,99952,0.7643,1.5578,0.8588,0.7999,0.0045,0.0029,0.6399,0.9968,0
84925,1264.473,463.559,235.1811,0.8617,328.8311,0.9751,87098,0.6506,1.9711,0.6675,0.7094,0.0055,0.0028,0.5032,0.9918,0
79779,1489.546,456.6506,249.1166,0.8381,318.7127,0.8874,89901,0.5989,1.8331,0.4518,0.6979,0.0057,0.0031,0.4871,0.8929,0
69990,1146.668,460.8859,196.0485,0.905,298.5197,0.9836,71156,0.7233,2.3509,0.6689,0.6477,0.0066,0.0028,0.4195,0.9863,0
78122,2067.521,427.5836,319.6553,0.6642,315.3855,0.7377,105901,0.5854,1.3376,0.2297,0.7376,0.0055,0.0041,0.5441,0.7277,0
84116,1185.657,436.4557,250.6591,0.8186,327.2611,0.9579,87812,0.7727,1.7412,0.7519,0.7498,0.0052,0.003,0.5622,0.979,0
85071,2231.4341,478.1784,268.8441,0.827,329.1136,0.8331,102111,0.5591,1.7786,0.2147,0.6883,0.0056,0.0032,0.4737,0.8426,0
78161,2427.2271,433.29,273.8688,0.7749,315.4642,0.8389,93175,0.6549,1.5821,0.1667,0.7281,0.0055,0.0035,0.5301,0.8386,0
90816,2626.7109,427.4768,299.7759,0.7129,340.0449,0.8778,103459,0.6646,1.426,0.1654,0.7955,0.0047,0.0033,0.6328,0.9023,0
73636,2017.968,441.1263,310.9279,0.7094,306.1964,0.7366,99970,0.5035,1.4187,0.2272,0.6941,0.006,0.0042,0.4818,0.6836,0
82217,1127.793,433.8209,248.6817,0.8194,323.5459,0.9581,85812,0.7423,1.7445,0.8123,0.7458,0.0053,0.003,0.5562,0.9703,0
107677,1348.151,486.6298,282.8282,0.8138,370.2683,0.9848,109334,0.7706,1.7206,0.7445,0.7609,0.0045,0.0026,0.5789,0.9961,0
79688,1165.88,421.96,241.5242,0.82,318.5309,0.9836,81016,0.78,1.7471,0.7367,0.7549,0.0053,0.003,0.5698,0.9956,0
95049,1432.092,455.4469,267.4241,0.8095,347.8795,0.979,97091,0.7213,1.7031,0.5824,0.7638,0.0048,0.0028,0.5834,0.9936,0
69720,2097.374,439.0517,282.6853,0.7651,297.9434,0.7442,93680,0.5664,1.5531,0.1992,0.6786,0.0063,0.0041,0.4605,0.7152,0
97287,1349.113,451.3698,280.0938,0.7842,351.9512,0.9558,101790,0.6436,1.6115,0.6717,0.7797,0.0046,0.0029,0.608,0.9798,0
85833,1663.244,431.85,279.9519,0.7614,330.5843,0.9059,94748,0.6788,1.5426,0.3899,0.7655,0.005,0.0033,0.586,0.904,0
83296,1148.04,418.787,254.3169,0.7945,325.662,0.9837,84677,0.7406,1.6467,0.7942,0.7776,0.005,0.0031,0.6047,0.9958,0
96857,1219.075,478.2539,259.9478,0.8394,351.1725,0.977,99135,0.7409,1.8398,0.819,0.7343,0.0049,0.0027,0.5392,0.992,0
71581,1464.892,351.6846,275.7096,0.6208,301.8936,0.9179,77983,0.6848,1.2756,0.4192,0.8584,0.0049,0.0039,0.7369,0.9399,0
86383,2266.781,424.9349,283.5623,0.7448,331.6418,0.8891,97156,0.7221,1.4986,0.2113,0.7805,0.0049,0.0033,0.6091,0.9128,0
91551,2015.593,462.1863,264.305,0.8204,341.4182,0.9273,98725,0.7426,1.7487,0.2832,0.7387,0.005,0.0029,0.5457,0.9542,0
83638,1297.019,440.1802,242.8554,0.834,326.3299,0.9859,84835,0.7738,1.8125,0.6248,0.7414,0.0053,0.0029,0.5496,0.9962,0
84510,1160.535,427.4981,253.0739,0.8059,328.0266,0.9883,85512,0.7941,1.6892,0.7885,0.7673,0.0051,0.003,0.5888,0.9946,0
92918,1398.022,452.122,263.2379,0.813,343.9577,0.9807,94745,0.7565,1.7175,0.5974,0.7608,0.0049,0.0028,0.5788,0.994,0
76791,1936.09,426.5441,334.0877,0.6217,312.6873,0.7467,102843,0.5869,1.2767,0.2574,0.7331,0.0056,0.0044,0.5374,0.6861,0
99320,1427.223,491.8833,260.1354,0.8487,355.6096,0.9688,102517,0.7763,1.8909,0.6127,0.723,0.005,0.0026,0.5227,0.9883,0
87510,1563.703,395.9266,298.9806,0.6556,333.7981,0.9084,96336,0.7162,1.3243,0.4497,0.8431,0.0045,0.0034,0.7108,0.9413,0
98876,1222.9139,461.0934,276.0963,0.8009,354.8138,0.9818,100708,0.7272,1.67,0.8308,0.7695,0.0047,0.0028,0.5921,0.9889,0
92631,1260.752,468.0538,255.6497,0.8377,343.4261,0.9791,94609,0.7977,1.8308,0.7323,0.7337,0.0051,0.0028,0.5384,0.9857,0
79084,1239.109,446.011,227.0342,0.8607,317.3214,0.978,80866,0.7445,1.9645,0.6473,0.7115,0.0056,0.0029,0.5062,0.9944,0
96001,1209.672,473.9945,259.3766,0.837,349.6173,0.9932,96663,0.7563,1.8274,0.8244,0.7376,0.0049,0.0027,0.5441,0.9942,0
103994,1308.547,504.0231,263.6865,0.8522,363.8809,0.985,105579,0.7584,1.9114,0.7632,0.722,0.0048,0.0025,0.5212,0.9963,0
80972,1121.2209,430.2227,243.0307,0.8252,321.0868,0.9711,83385,0.7236,1.7702,0.8094,0.7463,0.0053,0.003,0.557,0.986,0
85950,1240.156,440.127,252.0768,0.8197,330.8095,0.9672,88869,0.7606,1.746,0.7023,0.7516,0.0051,0.0029,0.5649,0.9864,0
83708,1231.9399,444.9516,243.7199,0.8366,326.4664,0.9713,86185,0.7498,1.8257,0.6931,0.7337,0.0053,0.0029,0.5383,0.9828,0
98468,1281.744,474.5663,264.8584,0.8298,354.081,0.9854,99926,0.7473,1.7918,0.7532,0.7461,0.0048,0.0027,0.5567,0.9975,0
88178,1770.2791,442.576,266.8698,0.7977,335.0697,0.9281,95009,0.7341,1.6584,0.3536,0.7571,0.005,0.003,0.5732,0.9506,0
99319,1336.0389,485.2657,263.9267,0.8392,355.6078,0.9805,101299,0.7532,1.8386,0.6992,0.7328,0.0049,0.0027,0.537,0.9874,0
92868,1163.1219,435.7098,273.1259,0.7791,343.8651,0.992,93616,0.7304,1.5953,0.8626,0.7892,0.0047,0.0029,0.6228,0.9936,0
108521,1563.876,460.6884,306.4981,0.7466,371.7166,0.956,113510,0.7458,1.5031,0.5576,0.8069,0.0042,0.0028,0.651,0.9786,0
86307,2163.01,470.5336,267.7501,0.8223,331.4958,0.8747,98675,0.5767,1.7574,0.2318,0.7045,0.0055,0.0031,0.4963,0.8722,0
77386,1956.4351,450.4819,269.9047,0.8006,313.8963,0.8211,94245,0.6407,1.669,0.2541,0.6968,0.0058,0.0035,0.4855,0.8104,0
75586,1062.678,418.0323,231.1406,0.8332,310.2242,0.9911,76261,0.7593,1.8086,0.8411,0.7421,0.0055,0.0031,0.5507,0.996,0
99009,1199.3459,462.7371,275.226,0.8039,355.0524,0.994,99611,0.7096,1.6813,0.865,0.7673,0.0047,0.0028,0.5887,0.9898,0
90931,1124.2371,418.739,277.8192,0.7482,340.2601,0.9933,91545,0.7387,1.5072,0.9041,0.8126,0.0046,0.0031,0.6603,0.9952,0
89272,1173.181,460.2551,251.9546,0.8369,337.1419,0.9641,92598,0.7584,1.8267,0.8151,0.7325,0.0052,0.0028,0.5366,0.9802,0
94813,1183.624,457.7638,265.0254,0.8154,347.4474,0.9926,95523,0.7556,1.7272,0.8505,0.759,0.0048,0.0028,0.5761,0.9951,0
90092,1168.9091,424.2695,272.9402,0.7656,338.6867,0.9723,92658,0.7482,1.5544,0.8286,0.7983,0.0047,0.003,0.6373,0.9906,0
82814,2589.687,441.893,263.9256,0.802,324.7184,0.8914,92899,0.652,1.6743,0.1552,0.7348,0.0053,0.0032,0.54,0.9041,0
94554,1323.192,471.8111,262.4769,0.831,346.9725,0.9611,98382,0.7936,1.7975,0.6786,0.7354,0.005,0.0028,0.5408,0.9721,0
105052,1645.708,482.7813,289.5465,0.8002,365.7272,0.9399,111775,0.7191,1.6674,0.4874,0.7575,0.0046,0.0028,0.5739,0.9569,0
104872,1330.42,492.244,274.5856,0.83,365.4137,0.9675,108394,0.7543,1.7927,0.7445,0.7423,0.0047,0.0026,0.5511,0.9879,0
93612,1220.072,458.8475,260.5799,0.8231,345.2398,0.9887,94682,0.7801,1.7609,0.7903,0.7524,0.0049,0.0028,0.5661,0.9969,0
95548,2225.053,481.343,266.6153,0.8326,348.7915,0.9202,103838,0.7395,1.8054,0.2425,0.7246,0.005,0.0028,0.5251,0.948,0
97655,1329.3571,473.6825,264.9027,0.829,352.6162,0.9721,100459,0.7749,1.7881,0.6944,0.7444,0.0049,0.0027,0.5542,0.9909,0
97806,1301.2679,478.9996,263.3344,0.8353,352.8887,0.9726,100560,0.7663,1.819,0.7258,0.7367,0.0049,0.0027,0.5428,0.9873,0
99690,1210.12,454.6655,280.5211,0.787,356.2713,0.989,100797,0.7117,1.6208,0.8555,0.7836,0.0046,0.0028,0.614,0.9952,0
107831,1380.111,436.3386,320.24,0.6792,370.533,0.9619,112106,0.7476,1.3625,0.7114,0.8492,0.004,0.003,0.7211,0.9825,0
79562,1198.744,409.6232,253.7053,0.7851,318.2789,0.9695,82063,0.7404,1.6146,0.6958,0.777,0.0051,0.0032,0.6037,0.9748,0
92053,2746.7729,457.8702,295.9154,0.7631,342.3529,0.8668,106195,0.6856,1.5473,0.1533,0.7477,0.005,0.0032,0.5591,0.865,0
124008,2581.25,535.6422,307.1895,0.8192,397.3561,0.9361,132478,0.6855,1.7437,0.2339,0.7418,0.0043,0.0025,0.5503,0.9596,0
88086,2140.543,434.0049,280.0678,0.7639,334.8949,0.9114,96648,0.6344,1.5496,0.2416,0.7716,0.0049,0.0032,0.5954,0.9227,0
81625,1184.317,425.0785,248.45,0.8114,322.3789,0.9689,84248,0.7731,1.7109,0.7313,0.7584,0.0052,0.003,0.5752,0.9841,0
70736,1125.762,353.8412,256.9032,0.6877,300.1064,0.9714,72818,0.725,1.3773,0.7014,0.8481,0.005,0.0036,0.7193,0.9908,0
82086,1965.697,426.4612,289.211,0.7349,323.288,0.8634,95078,0.693,1.4746,0.267,0.7581,0.0052,0.0035,0.5747,0.8474,0
101538,2028.552,450.0862,300.9217,0.7436,359.5583,0.9308,109091,0.708,1.4957,0.3101,0.7989,0.0044,0.003,0.6382,0.9545,0
73040,2473.311,465.684,302.6644,0.76,304.9548,0.6975,104720,0.5385,1.5386,0.15,0.6549,0.0064,0.0041,0.4288,0.6598,0
109620,1279.4301,470.0632,297.6283,0.774,373.5941,0.9911,110603,0.7697,1.5794,0.8415,0.7948,0.0043,0.0027,0.6317,0.9976,0
77579,1171.609,409.9445,244.976,0.8018,314.2875,0.9626,80590,0.763,1.6734,0.7102,0.7667,0.0053,0.0032,0.5878,0.9836,0
62299,2065.304,404.3921,221.6103,0.8365,281.6408,0.8585,72570,0.6691,1.8248,0.1835,0.6965,0.0065,0.0036,0.485,0.8851,0
92363,1283.306,448.3569,263.7464,0.8087,342.9289,0.978,94442,0.7357,1.7,0.7048,0.7649,0.0049,0.0029,0.585,0.9945,0
83344,1579.481,458.4065,239.1979,0.8531,325.7559,0.9447,88226,0.7224,1.9164,0.4198,0.7106,0.0055,0.0029,0.505,0.9678,0
90317,2515.9939,489.0473,255.8651,0.8522,339.1094,0.8991,100448,0.7071,1.9113,0.1793,0.6934,0.0054,0.0028,0.4808,0.919,0
84846,1140.067,449.3629,241.3961,0.8435,328.6781,0.9898,85723,0.7474,1.8615,0.8203,0.7314,0.0053,0.0028,0.535,0.9959,0
67869,1748.365,403.0282,242.8356,0.7981,293.9617,0.8821,76939,0.6773,1.6597,0.279,0.7294,0.0059,0.0036,0.532,0.8829,0
104952,1309.203,470.0492,295.9375,0.7769,365.5531,0.9348,112267,0.7297,1.5883,0.7695,0.7777,0.0045,0.0028,0.6048,0.9606,0
86022,1314.343,466.0594,246.8569,0.8482,330.9481,0.93,92493,0.6602,1.888,0.6258,0.7101,0.0054,0.0029,0.5042,0.952,0
98828,1384.476,484.4311,261.0739,0.8424,354.7277,0.9847,100362,0.7856,1.8555,0.6479,0.7323,0.0049,0.0026,0.5362,0.9949,0
72466,1142.896,411.3409,227.908,0.8325,303.7542,0.9596,75520,0.7244,1.8049,0.6972,0.7384,0.0057,0.0031,0.5453,0.9842,0
75732,1959.224,426.8614,271.8388,0.771,310.5237,0.8196,92401,0.6432,1.5703,0.2479,0.7275,0.0056,0.0036,0.5292,0.831,0
92765,2088.561,462.1984,302.1831,0.7567,343.6743,0.8718,106412,0.6751,1.5295,0.2672,0.7436,0.005,0.0033,0.5529,0.8457,0
104138,1752.265,447.6554,316.7318,0.7067,364.1327,0.9179,113448,0.6514,1.4134,0.4262,0.8134,0.0043,0.003,0.6617,0.9352,0
92173,1324.228,493.4748,257.175,0.8535,342.576,0.924,99749,0.7063,1.9188,0.6605,0.6942,0.0054,0.0028,0.4819,0.9247,0
91766,1402.017,458.1723,259.6049,0.824,341.8188,0.9581,95776,0.7486,1.7649,0.5867,0.746,0.005,0.0028,0.5566,0.9823,0
83503,1990.199,449.6774,252.0933,0.8281,326.0664,0.9172,91040,0.7033,1.7838,0.2649,0.7251,0.0054,0.003,0.5258,0.9379,0
94442,1688.476,444.9857,272.5977,0.7904,346.7669,0.976,96765,0.7442,1.6324,0.4163,0.7793,0.0047,0.0029,0.6073,0.9913,0
72581,1884.7,430.123,229.6598,0.8455,303.9951,0.9351,77622,0.7234,1.8729,0.2568,0.7068,0.0059,0.0032,0.4995,0.9355,0
83504,1148.184,435.527,244.6119,0.8274,326.0684,0.9878,84535,0.7328,1.7805,0.796,0.7487,0.0052,0.0029,0.5605,0.998,0
74588,2208.238,465.0613,260.1631,0.8289,308.1694,0.7857,94927,0.6119,1.7876,0.1922,0.6626,0.0062,0.0035,0.4391,0.7849,0
